G;-131;1
G;-131A;1
G;-132;1
G;-133;1
G;-134;1
G;-135;1
G;-136;4
G;-201;1
G;-202;2
G;2;1
G;3;2
G;4;7
G;5;4
G;6;2
G;006A;2
G;006B;1
G;7;1
G;007A;1
G;8;1
G;9;1
G;10;1
G;11;1
G;12;1
G;13;10
G;14;1
G;15;10
G;015A;4
G;16;6
G;17;13
G;017A;1
G;18;2
G;19;1
G;20;1
G;21;10
G;021A;1
G;23;2
G;25;1
G;26;2
G;27;3
G;29;2
G;30;4
G;31;6
G;32;15
G;33;3
G;34;2
G;35;11
G;36;2
G;37;3
G;38;5
G;39;11
G;40;17
G;41;17
G;42;3
G;042A;5
G;43;2
G;44;1
G;45;10
G;046A;1
G;046B;1
G;047A;1
G;047B;1
G;047C;1
G;048A;1
G;49;1
G;049A;1
G;50;1
G;51;1
G;52;1
G;53;7
G;54;6
G;55;3
G;102;1
G;103;16
G;104;2
G;105;2
G;106;2
G;107;2
G;107A;2
G;108;1
G;109;1
G;110;2
G;111;22
G;112;2
G;113;3
G;114;2
G;115;2
G;116;2
G;117;2
G;118;36
G;118A;3
G;119;2
G;120;5
G;121;1
G;122;1
G;124;2
G;125;4
G;127;8
G;128;4
G;129;1
G;130;8
G;131;2
G;131A;2
G;132;3
G;133A;8
G;133B;8
G;133C;8
G;134;4
G;135;4
G;136;1
G;137;10
G;138A;1
G;138B;1
G;139A;1
G;140;2
G;141A;1
G;141B;1
G;142A;1
G;142B;1
G;143;2
G;144;2
G;145;2
G;146;2
G;147;2
G;201;1
G;201A;2
G;202;2
G;204;11
G;205;1
G;206;1
G;207;1
G;208;1
G;209;1
G;210;1
G;211;8
G;212;2
G;213;11
G;214;4
G;215;1
G;216;1
G;217;13
G;219A;1
G;219B;1
G;220A;1
G;221;2
G;222;2
G;223;2
G;224;2
G;225;2
G;226;2
G;227;2
G;228;2
P;-101;1
P;2;1
P;3;2
P;4;4
P;5;1
P;6;1
P;7;3
P;8;1
P;9;1
P;10;1
P;11;1
P;12;1
P;13;3
P;14;6
P;101;1
P;102;1
P;103;4
P;104;2
R;-104;2
R;-105;2
R;-105A;2
R;-105B;1
R;-106;1
R;-106a;2
R;-107;1
R;-107a;2
R;-108;2
R;-108A;4
R;-109;2
R;-109A;2
R;-111;2
R;-112;2
R;-113;2
R;-114A;1
R;-115;1
R;-116A;1
R;-117;1
R;4;1
R;5;13
R;6;2
R;7;4
R;8;2
R;9;1
R;10;38
R;11;5
R;011A;1
R;12;1
R;14;1
R;103;1
R;104;34
R;105;1
R;106;2
R;107;1
R;108;28
R;109;2
R;110;2
R;112;1
R;113;1
R;114;2
R;115;1
R;116;2
R;117;2
R;203;1
R;204;12
R;205;1
R;206;1
R;207;2
R;208;2
R;304;13
R;305;2
R;306;1
R;401;1
R;402;1
H;-103;1
H;-103a;1
H;-104;1
H;-105;1
H;-106;3
H;-107;2
H;-108;2
H;-109;2
H;-110;3
H;003A;1
H;4;1
H;005A;1
H;6;2
H;006B;1
H;103A;1
H;104;1
H;105A;1
H;106;3
H;107;3
H;108;2
H;109;7
H;110;3
H;111;7
H;112;2
H;113;2
H;114;2
H;115;1
H;203A;1
H;204;1
H;205A;1
H;206;2
H;207;2
H;208;2
H;209;2
H;210;2
H;211;2
H;212;2
H;213;2
H;214;2
H;215;2
H;216;2
H;217;2
H;218;2
H;219;1
H;220;1
H;221;2
H;222;1
H;223;1
H;303A;1
H;304;1
H;305A;1
H;306;2
H;307;17
H;308;2
H;309;2
H;310;2
H;311;2
H;312;2
H;313A;2
H;313B;2
H;313C;2
H;313D;1
H;314;2
H;403A;1
H;404;1
H;405A;1
H;406;7
H;406A;7
H;407;8
H;408;9
H;409;7
H;503A;1
H;504;1
H;505A;1
H;506;7
H;507;7
H;508;7
H;509;2
H;510;2
H;511;2
H;512;3
H;513;4
H;513A;1
H;514;1
H;603A;1
H;604;1
H;605A;1
H;606;7
H;606A;7
H;607;5
H;608;5
H;609;5
H;610;7
H;703A;1
H;704;1
H;705A;1
H;706;12
H;707;27
H;803A;1
H;804;1
H;805A;1
H;806;7
H;806A;7
H;807;8
H;808;9
H;809;7
H;903A;1
H;904;1
H;905A;1
H;906;15
H;907;2
H;908;7
H;909;7
H;910;7
H;1003A;1
H;1004;1
H;1005A;1
H;1202;2
H;1203;2
H;1204;3
H;1205;2
H;1206;2
H;1207;2
H;1208;2
L;-103;1
L;-104;1
L;-105;2
L;-107;1
L;-108;1
L;-109;1
L;-110;1
L;5;1
L;6;1
L;7;23
L;11;7
L;12;7
L;13;7
L;14;8
L;15;9
L;16;1
L;17;1
L;18;1
L;19;1
L;20;1
L;21;2
L;52;1
L;53;2
L;54;2
L;55;2
L;56;2
L;57;2
L;101A;1
L;103;3
L;104;38
L;105;2
L;106;1
L;107;1
L;108;2
L;108A;1
L;109;1
L;110;7
L;111;7
L;112;6
L;113;8
L;114;9
L;115;1
L;116;1
L;117;1
L;118;1
L;119;4
L;152;1
L;153;2
L;154;2
L;155;1
L;156;2
L;157;2
L;201A;1
L;204;26
L;205;3
L;206;7
L;207;7
L;208;5
L;209;8
L;210;9
L;211;1
L;212;1
L;213;1
L;214;1
L;215;4
L;252;1
L;253;2
L;254;1
L;255;3
L;256;3
L;303;10
L;304;8
L;305;11
L;306;9
L;307;1
L;308;1
L;309;1
L;310;6
L;352;1
L;353;2
L;354;1
L;355;2
L;356;2
L;357;2
L;452;2
L;453;2
L;501;2
K;-103;1
K;-104;1
K;-105;2
K;-105A;1
K;-106;2
K;-107A;1
K;-108;2
K;-109;2
K;-110;2
K;-111;1
K;-111A;2
K;-112;1
K;-113;1
K;-113A;2
K;004A;2
K;6;2
K;7;2
K;8;2
K;9;4
K;10;2
K;11;6
K;12;2
K;13;4
K;14;1
K;15;1
K;16;1
K;17;1
K;18;3
K;19;11
K;019a;6
K;20;6
K;21;6
K;104;5
K;105;7
K;106;10
K;107;7
K;108;2
K;109;8
K;110;2
K;111;2
K;112;1
K;113;1
K;114;1
K;115;1
K;116;2
K;117;2
K;118;2
K;119;2
K;120;2
K;121;7
K;122;4
K;123;1
K;124;4
K;125;3
K;126;5
K;127;1
K;128;2
K;129;2
K;130;2
K;204;1
K;205;1
K;206;1
K;207;1
K;208;1
K;209;12
K;210;10
K;211;4
K;212;3
K;213;1
K;214;3
K;215;2
K;216;1
K;217;1
K;218;1
K;219;1
K;220;2
K;221;2
K;222;2
K;223;2
K;224;2
K;225;7
K;226;4
K;227;1
K;228;4
K;229;9
K;230;2
K;231;2
K;232;2
K;301;2
K;302;1
J;106;40
J;206;1
J;207;7
J;208;1
J;208A;1
J;209;2
J;210;3
J;211;3
J;212;1
J;213;3
J;214;2
J;215A;1
J;215B;1
J;216A;1
J;216B;1
J;217;2
J;218;2
J;218A;1
J;219;1
J;220;1
J;221;1
J;222;1
J;223;2
J;224;2
J;225;2
J;301;2
J;303;1
Q;2;1
Q;3;1
Q;4;1
Q;5;1
Q;6;1
Q;7;2
Q;8;1
Q;9;5
Q;10;3
Q;010a;3
Q;010b;3
T;1;3
D;2;2
D;3;1
D;4;2
D;5;1
D;6;1
S;-105;1
S;-106;1
S;-107;1
S;-108;1
S;-109;1
S;-110;1
S;-111;1
S;-112;2
S;-113;2
S;-114;2
S;-115;2
S;-116;2
S;-117;2
S;-118;2
S;-119;2
S;-120;4
S;7;1
S;8;1
S;9;2
S;10;1
S;11;1
S;12;14
S;13;1
S;14;3
S;15;2
S;16;12
S;17;12
S;18;2
S;19;2
S;019A;2
S;20;2
S;106;1
S;107;1
S;108;1
S;109;1
S;110;2
S;111;2
S;112;2
S;113;8
S;114;1
S;115;1
S;116;11
S;117;25
S;118;1
S;119;2
S;120;1
S;121;2
S;122;1
S;206;1
S;207;1
S;208;1
S;209;1
S;210;2
S;211;6
S;212;5
S;213;5
S;214;1
S;215;1
S;216;1
S;217;1
S;218;8
S;219;4
S;220;8
S;221;8
S;306;1
S;307;1
S;308;1
S;309;1
S;310;2
S;311;2
S;312;2
S;313;4
S;314;1
S;315;4
S;316;2
S;317;4
S;318;5
S;319;3
S;320;2
S;321;2
S;322;16
S;403;1
S;404;1
S;405;1
S;406;1
S;407;1
S;408;16
S;409;2
X;401;2
X;402;1
X;403;1
X;404;1
X;405;1
X;406;1
X;407;1
X;408;1
X;409;1
X;411;3
X;412;6
X;413;6
X;414;6
Z;-135;1
Z;-136;2
Z;-147;3
Z;-149;3
Z;-150;5
Z;-152;4
Z;-154;1
Z;-155;1
Z;-157;1
Z;-160;2
Z;-162;2
Z;-164;2
Z;152a;1
Z;160a;1
Z;2;1
Z;3;1
Z;4;1
Z;5;1
Z;6;1
Z;8;1
Z;11;1
Z;12;1
Z;13;1
Z;14;2
Z;15;3
Z;16;3
Z;17;3
Z;18;6
Z;20;1
Z;21;1
Z;22;1
Z;23;1
Z;24;1
Z;25;4
Z;26;1
Z;27;1
Z;28;1
Z;31;4
Z;32;2
Z;33;2
Z;34;4
Z;35;1
Z;36;1
Z;38;1
Z;39;1
Z;40;1
Z;41;1
Z;42;2
Z;43;3
Z;44;1
Z;45;2
Z;46;1
Z;50;1
Z;52;1
Z;53;2
Z;54;1
Z;55;1
Z;56;2
Z;57;1
Z;58;5
Z;59;1
Z;60;2
Z;61;2
Z;101;2
Z;102;7
Z;103;7
Z;104;1
Z;105;5
Z;106;1
Z;106a;1
Z;109;1
Z;110;1
Z;111;1
Z;112;7
Z;113;1
Z;114;1
Z;115;1
Z;116;2
Z;151;1
Z;152;3
Z;153;10
Z;154;4
Z;155;1
Z;156;1
Z;157;2
W;101;1
W;102;1
W;103;2
W;104;2
W;105;2
W;106;2
W;107;1
W;108;2
W;109;2
W;110;2
W;111;2
W;112;2
W;402;1
W;403;1
W;404;1
W;405;2
W;406;2
W;407;4
W;408;2
W;409;2
W;410;1
W;411A;2
W;412A;2
W;413A;6
W;414;1
W;415;1
W;416;1
W;417;1
W;418;1
